FECHA DE LA INSPECCIÓN;DISTRITO;DIRECCIÓN;MOTIVO;EPÍGRAFE DE ACTIVIDAD;PROGRAMA
27/08/2021;SALAMANCA;CL CARTAGENA 41;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
22/06/2021;VILLAVERDE;CL POTASA 20;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
28/07/2021;CIUDAD LINEAL;CL LOPEZ DE HOYOS 384;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
30/04/2021;CIUDAD LINEAL;CL ARTURO SORIA 42;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
24/09/2021;SALAMANCA;CL JUAN BRAVO 7;PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
19/01/2021;CHAMARTIN;CL LOPEZ DE HOYOS 178;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
02/02/2021;CHAMARTIN;CL LOPEZ DE HOYOS 178;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
24/02/2021;RETIRO;PO INFANTA ISABEL 23;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
07/05/2021;RETIRO;PO INFANTA ISABEL 23;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
24/03/2021;CHAMARTIN;CL BOLIVIA 9;PROGRAMADA;472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/04/2021;CENTRO;CL LUNA 3;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
23/09/2021;CENTRO;CL LUNA 3;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
18/02/2021;SAN BLAS-CANILLEJAS;CL LUCANO 8;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
18/02/2021;SAN BLAS-CANILLEJAS;CL LUCANO 8;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
07/07/2021;FUENCARRAL-EL PARDO;AV MONFORTE DE LEMOS 30;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
07/07/2021;FUENCARRAL-EL PARDO;AV MONFORTE DE LEMOS 30;NO PROGRAMADA;472207 - COMERCIO AL POR MENOR DE CASQUERIA;COMERCIO MINORISTA ALIMENTACIÓN
07/07/2021;FUENCARRAL-EL PARDO;AV MONFORTE DE LEMOS 30;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
17/04/2021;CHAMBERI;CL GAZTAMBIDE 57;PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
27/05/2021;CHAMBERI;CL GAZTAMBIDE 57;PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
27/05/2021;CHAMBERI;CL GAZTAMBIDE 57;PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
30/07/2021;CHAMBERI;CL GAZTAMBIDE 57;PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
30/07/2021;CHAMBERI;CL GAZTAMBIDE 57;PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
07/05/2021;PUENTE DE VALLECAS;CL VILLARTA 2;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
17/05/2021;PUENTE DE VALLECAS;CL VILLARTA 2;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
04/03/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
04/03/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
14/05/2021;HORTALEZA;AV GRAN VIA DE HORTALEZA 67;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
14/05/2021;HORTALEZA;AV GRAN VIA DE HORTALEZA 67;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
20/07/2021;HORTALEZA;AV GRAN VIA DE HORTALEZA 67;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
08/07/2021;MORATALAZ;CL MARROQUINA 17;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
18/01/2021;VILLAVERDE;AV FELICIDAD 44;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
02/02/2021;CHAMARTIN;CL NIEREMBERG 17;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
04/05/2021;CHAMARTIN;CL NIEREMBERG 17;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
22/02/2021;CHAMBERI;CL GAZTAMBIDE 56;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
13/08/2021;PUENTE DE VALLECAS;CL SAN CLAUDIO 146;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
19/08/2021;PUENTE DE VALLECAS;CL SAN CLAUDIO 146;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
14/09/2021;PUENTE DE VALLECAS;CL SAN CLAUDIO 146;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
04/02/2021;ARGANZUELA;CL MENDEZ ALVARO 14;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
05/04/2021;ARGANZUELA;CL MENDEZ ALVARO 14;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
11/06/2021;MORATALAZ;CL HACIENDA DE PAVONES 243;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
11/06/2021;MORATALAZ;CL HACIENDA DE PAVONES 243;NO PROGRAMADA;471102 - COM.MENOR ESTABLECIMIENTO NO ESPEC. (GRANDES SUPERFICIES);COMERCIO MINORISTA ALIMENTACIÓN
20/07/2021;MORATALAZ;CL HACIENDA DE PAVONES 243;NO PROGRAMADA;472402 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
20/07/2021;MORATALAZ;CL HACIENDA DE PAVONES 243;NO PROGRAMADA;471102 - COM.MENOR ESTABLECIMIENTO NO ESPEC. (GRANDES SUPERFICIES);COMERCIO MINORISTA ALIMENTACIÓN
23/09/2021;CENTRO;CL ESPOZ Y MINA 5;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
26/03/2021;CIUDAD LINEAL;CL SAN LAMBERTO 15;PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
21/06/2021;VILLAVERDE;AV LOS ROSALES 94;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
21/01/2021;VICALVARO;CL LAGO ERIE 14;NO PROGRAMADA;472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO;COMERCIO MINORISTA ALIMENTACIÓN
18/01/2021;MONCLOA-ARAVACA;CL JUAN ALVAREZ MENDIZABAL 6;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
02/03/2021;VILLAVERDE;CL BOHEMIOS 15;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
29/03/2021;VILLAVERDE;CL BOHEMIOS 15;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
02/03/2021;VILLAVERDE;CL BOHEMIOS 15;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
15/03/2021;CIUDAD LINEAL;CL RICARDO ORTIZ 51;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
12/04/2021;CIUDAD LINEAL;CL RICARDO ORTIZ 51;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
24/03/2021;TETUAN;CL PENSAMIENTO 5;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
21/06/2021;TETUAN;CL PENSAMIENTO 5;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
25/06/2021;PUENTE DE VALLECAS;CL ALFREDO CASTRO CAMBA 43;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/09/2021;PUENTE DE VALLECAS;CL ALFREDO CASTRO CAMBA 43;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
27/04/2021;FUENCARRAL-EL PARDO;CL CAPITAN SALAS 2;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
01/02/2021;SALAMANCA;CL AYALA 28;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/02/2021;SALAMANCA;CL AYALA 28;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/01/2021;SALAMANCA;AV TOREROS 9;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
06/04/2021;SALAMANCA;PO MARQUES DE ZAFRA 7;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
26/04/2021;SALAMANCA;PO MARQUES DE ZAFRA 7;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
18/01/2021;SALAMANCA;CL MEJICO 20;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
27/01/2021;SALAMANCA;CL MEJICO 20;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
29/01/2021;SALAMANCA;CL MEJICO 20;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
24/02/2021;SALAMANCA;CL MEJICO 20;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
27/05/2021;SALAMANCA;CL ALCALA 122;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
06/04/2021;MONCLOA-ARAVACA;CL MELCHOR CANO 1;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
01/06/2021;MONCLOA-ARAVACA;CL MELCHOR CANO 1;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
03/02/2021;CENTRO;CL COLON 14;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
11/03/2021;CENTRO;CL COLON 14;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
04/02/2021;RETIRO;CL AMADO NERVO 4;NO PROGRAMADA;472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/07/2021;RETIRO;CL AMADO NERVO 4;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
22/02/2021;BARAJAS;CL BALANDRO 39;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
16/03/2021;BARAJAS;CL BALANDRO 39;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
27/05/2021;VILLAVERDE;CL LA ALEGRIA DE LA HUERTA 10;NO PROGRAMADA;472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO;COMERCIO MINORISTA ALIMENTACIÓN
22/06/2021;VILLAVERDE;CL LA ALEGRIA DE LA HUERTA 10;NO PROGRAMADA;472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO;COMERCIO MINORISTA ALIMENTACIÓN
24/03/2021;ARGANZUELA;PO JUAN ANTONIO VALLEJO-NAJERA BOTAS 48;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
24/03/2021;ARGANZUELA;PO JUAN ANTONIO VALLEJO-NAJERA BOTAS 48;NO PROGRAMADA;472202 - COMERCIO AL POR MENOR DE CHARCUTERIA;COMERCIO MINORISTA ALIMENTACIÓN
28/03/2021;ARGANZUELA;PO JUAN ANTONIO VALLEJO-NAJERA BOTAS 48;NO PROGRAMADA;472302 - COMERCIO AL POR MENOR DE PESCADOS Y MARISCOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
05/07/2021;MORATALAZ;CL HACIENDA DE PAVONES 229;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
03/08/2021;MORATALAZ;CL HACIENDA DE PAVONES 229;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
20/01/2021;VILLAVERDE;CL DULZURA 30;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
08/02/2021;VILLAVERDE;CL DULZURA 30;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
28/07/2021;VICALVARO;CL VILLARDONDIEGO 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
01/09/2021;VICALVARO;CL VILLARDONDIEGO 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
03/09/2021;VICALVARO;CL VILLARDONDIEGO 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
25/01/2021;MONCLOA-ARAVACA;CL ISLA DE OZA 44;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
29/03/2021;MONCLOA-ARAVACA;CL ISLA DE OZA 44;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
15/04/2021;MONCLOA-ARAVACA;CL ISLA DE OZA 44;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
01/06/2021;PUENTE DE VALLECAS;CL LUIS LOPEZ 1;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
26/08/2021;PUENTE DE VALLECAS;CL LUIS LOPEZ 1;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
31/05/2021;CIUDAD LINEAL;CL PAREDES DE NAVA 25;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
11/05/2021;PUENTE DE VALLECAS;AV PABLO NERUDA 130;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
19/05/2021;PUENTE DE VALLECAS;AV PABLO NERUDA 130;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
05/05/2021;MONCLOA-ARAVACA;CL MOGUER 5;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
14/07/2021;MONCLOA-ARAVACA;CL MOGUER 5;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
07/07/2021;CHAMBERI;CL ALONSO CANO 15;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
07/07/2021;CHAMBERI;CL ALONSO CANO 15;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
17/08/2021;PUENTE DE VALLECAS;AV SAN DIEGO 74;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
16/09/2021;PUENTE DE VALLECAS;AV SAN DIEGO 74;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
03/02/2021;TETUAN;CL BRAVO MURILLO 359;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
03/02/2021;TETUAN;CL BRAVO MURILLO 359;NO PROGRAMADA;471103 - TIENDA DE CONVENIENCIA (24H);COMERCIO MINORISTA ALIMENTACIÓN
06/07/2021;ARGANZUELA;CL LAUREL 1;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
10/05/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
10/05/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
30/06/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
30/06/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
08/07/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
08/07/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
15/07/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
15/07/2021;CARABANCHEL;CL FEDERICO GRASES 20;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
15/04/2021;SAN BLAS-CANILLEJAS;CL JUAN IGNACIO LUCA DE TENA 36;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
16/03/2021;VILLAVERDE;CL PAN Y TOROS 27;NO PROGRAMADA;472207 - COMERCIO AL POR MENOR DE CASQUERIA;COMERCIO MINORISTA ALIMENTACIÓN
09/06/2021;VILLAVERDE;CL PAN Y TOROS 27;NO PROGRAMADA;472207 - COMERCIO AL POR MENOR DE CASQUERIA;COMERCIO MINORISTA ALIMENTACIÓN
26/01/2021;BARAJAS;CL BALANDRO 36;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
12/03/2021;BARAJAS;CL BALANDRO 36;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
15/09/2021;BARAJAS;CL BALANDRO 36;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
25/01/2021;VICALVARO;CL VILLACARLOS 17;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
05/05/2021;VICALVARO;CL FORGES 1;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
07/05/2021;VICALVARO;CL FORGES 1;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
02/06/2021;CENTRO;CL GRAVINA 14;NO PROGRAMADA;472901 - COMERCIO AL POR MENOR DE PRODUCTOS DE HERBOLARIO;COMERCIO MINORISTA ALIMENTACIÓN
03/06/2021;RETIRO;AV MENENDEZ PELAYO 15;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
27/09/2021;RETIRO;AV MENENDEZ PELAYO 15;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
16/04/2021;MONCLOA-ARAVACA;CL MARTIN DE LOS HEROS 59;PROGRAMADA;472405 - COMERCIO MENOR PASTELERIA, CONFITERIA, REPOSTER. SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/09/2021;MONCLOA-ARAVACA;CL MARTIN DE LOS HEROS 59;NO PROGRAMADA;472405 - COMERCIO MENOR PASTELERIA, CONFITERIA, REPOSTER. SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
30/06/2021;PUENTE DE VALLECAS;CL PUERTO DE CANENCIA 5;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
21/07/2021;PUENTE DE VALLECAS;CL PUERTO DE CANENCIA 5;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
12/05/2021;VILLAVERDE;CL VIEJA DE PINTO 15;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
27/04/2021;VICALVARO;CL MERCURIO 53;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
21/07/2021;VICALVARO;CL MERCURIO 53;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/07/2021;VICALVARO;CL MERCURIO 53;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
17/02/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
17/02/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
19/04/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
19/04/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
29/04/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
29/04/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
07/05/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
07/05/2021;VILLAVERDE;PO ALBERTO PALACIOS 21;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
07/04/2021;BARAJAS;CL PRADOLUENGO 124;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
21/06/2021;BARAJAS;CL PRADOLUENGO 124;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
23/06/2021;VICALVARO;CL VIRGEN DE LA ANTIGUA 1;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
21/07/2021;VICALVARO;CL VIRGEN DE LA ANTIGUA 1;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
20/09/2021;HORTALEZA;PZ TEMPLARIOS 1;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
11/03/2021;PUENTE DE VALLECAS;CL BARCO SINAIA 1;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
26/04/2021;MONCLOA-ARAVACA;AV EUROPA 27;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
05/02/2021;SALAMANCA;CL SERRANO 61;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
05/02/2021;SALAMANCA;CL SERRANO 61;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
